jurisdiction,fipst,fipco,jobs_2020,households_2020,pop_2020,county,place_fips,key,permits1417_vlow,permits1417_low,permits1417_total,capacity5_units,density5_mean,n_sites5,jh_ratio_2020,rhna_very_low,rhna_low,rhna_moderate,rhna_above_moderate,rhna_total,permits1825_vlow,permits1825_low,permits1825_mod,permits1825_above,permits1825_total,permits2325_total,permits2325_vlow,permits2325_low,permits1825_adu,permits1825_mf24,permits1825_mf5,permits1825_sf,capacity6_units,capacity6_lower,density6_mean,sites6_vacant_share,n_sites6,capacity6_rezone_units,capacity_vintage,sf_share,mf_share,zhvi_latest,zhvi_yoy,zori_latest,zori_yoy,acs_geo,acs_units,acs_med_income,acs_med_rent,acs_med_value,acs_owner_share,acs_poc_share,place_fips5,nzlud_zri,nzlud_parking,nzlud_minlot,nzlud_adu_allowed,nzlud_mf_permitted,nzlud_approval_steps,jobs_2022,workers_2022,sb79_share,sb79_tier1_share,tpa_share,hqta_share,epc_share,hra_share,tra_share,jh_ratio_2022,permits1825_per_1k,permits1825_mf_per_1k,adu_share_1825,permits1825_belowmod_per_1k,capacity6_per_1k,capacity5_per_1k,cap_ratio_6_to_5,rhna_per_1k,rhna6_progress,rhna6_lowinc_progress,capacity_vs_rhna,mf_allowed_share,D_demand,C_capacity,F_friction,F_coverage,P_delivery,zmi_core,zmi_full,zmi_realized,C_capacity_5th,zmi_core_5th
Alameda,6,1,38905,34320,87460,Alameda,6001,alameda,51,33,339,4606.0,27.324324324324323,41.0,1.1335955710955712,1421,818,868,2246,5353,491,194,197,2642,3524,1516,278,73,431,26,3005,62,1030.0,658.0,12.625,0.25,16.0,1485.0,6th_cycle,0.4286849542485015,0.5713150457514985,1162241.2715284296,-0.0329651039242775,2883.3594459180663,0.0446942687851106,place,32320.0,151346.0,2437.0,1160500.0,0.5452041477640959,0.5984113086400954,0600562,,,,,,,30335.0,39066.0,0.09356119063190217,0.0,0.3576049153130613,0.5648842815733003,0.9942841827929334,0.36950501223412596,0.4433591753011659,0.9385829207920792,102.68065268065268,88.31585081585082,0.12230419977298525,19.95920745920746,30.011655011655012,134.2074592074592,0.2236213634389926,155.97319347319348,0.2832056790584719,0.15676641357748994,0.19241546796189052,0.5713150457514985,0.04031304009025605,0.7215467261766222,,False,0.3200506515208342,-0.6812336860863661,-0.6812336860863661,-0.2797376114305781,0.9894591225890549,-0.9491460824987988
Albany,6,1,4925,7630,19285,Alameda,6001,albany,0,0,210,761.0,57.526315789473685,61.0,0.645478374836173,308,178,175,453,1114,60,47,136,208,451,251,28,17,161,8,268,14,1195.0,509.0,22.876712328767123,0.1643835616438356,73.0,,6th_cycle,0.6952411050084158,0.3047588949915842,1272259.776754036,0.0094437923401773,3144.5833333333335,-0.0273997039262111,place,8070.0,144107.0,2445.0,1202200.0,0.5313851395623116,0.5703100855053054,0600674,,,,,,,4466.0,8275.0,0.0,0.0,0.6000711794872158,0.8438195779131695,0.9949056970599272,0.58400064866073,0.646576654397757,0.5534076827757125,59.10878112712975,36.17300131061599,0.35698447893569846,14.02359108781127,156.61861074705112,99.73787680209699,1.5703022339027595,146.00262123197902,0.2253141831238779,0.09259259259259259,1.0727109515260322,0.30475889499158415,0.25087601461563536,0.7007861865197643,,False,-0.43543458637929316,-0.44991017190412896,-0.44991017190412896,0.6863106009949285,0.07012185636394513,0.18075415825169022
American Canyon,6,55,6210,5710,22390,Napa,6055,american canyon,49,37,220,1194.34,20.0,61.0,1.0875656742556918,112,65,75,194,446,487,305,10,862,1664,795,192,111,54,0,1325,285,1194.34,,,,,,5th_cycle_fallback,0.8564794846532652,0.1435205153467348,741321.8919002583,-0.0246087174298879,3182.6111111111113,,place,6131.0,121700.0,2537.0,692600.0,0.7426519706078825,0.7950301968558389,0601640,2.925407491,1.25,1.0,1.0,0.545454545,2.0,5021.0,11106.0,0.0,0.0,0.0,0.0,0.9999999999999972,0.0,0.0,0.8189528625020388,291.4185639229422,232.04903677758318,0.03245192307692308,138.70402802101577,209.1663747810858,209.1663747810858,1.0,78.10858143607706,1.7825112107623318,1.7118644067796611,2.6778923766816143,0.14352051534673482,-0.5981785013262436,0.4975992707931024,-0.5553883350904147,True,2.3749762558813905,-1.095777772119346,-1.6511661072097608,-2.973154757207634,-0.06240241892971087,-0.5357760823965327
Antioch,6,13,21830,32790,103595,Contra Costa,6013,antioch,85,0,309,5686.0,,76.0,0.6657517535834095,792,456,493,1275,3016,160,359,53,2432,3004,915,40,40,191,2,567,2244,4059.0,1166.0,24.478021978021978,0.34065934065934067,182.0,,6th_cycle,0.9423893835052818,0.0576106164947182,596400.9223614027,-0.0352820337531751,2710.0012113617377,0.0065099543051188,place,38629.0,97465.0,2278.0,629700.0,0.6363928198817581,0.7655502803128514,0602252,,,,,,,23290.0,50291.0,0.0,0.0,0.07473612380489396,0.16757107892515694,0.9999999999999996,0.0,0.010808255346430812,0.6029149084884413,91.61329673681,17.352851479109486,0.06358189081225034,15.827996340347667,123.78774016468435,173.4065263799939,0.7138586000703482,91.97926197011284,0.30338196286472147,0.0641025641025641,1.3458222811671088,0.057610616494718214,-0.7175973376562729,-0.3046722856662656,,False,0.12815565734119247,-0.4129250519900073,-0.4129250519900073,-0.8457529949974654,-0.47025337524350874,-0.24734396241276413
Atherton,6,81,2140,2470,7390,San Mateo,6081,atherton,19,9,48,365.0,1.5757575757575757,140.0,0.8663967611336032,94,54,56,144,348,127,34,36,318,515,280,65,20,252,0,0,263,170.0,3.0,1.0465116279069768,0.2713178294573643,129.0,96.0,6th_cycle,1.0,0.0,8203578.140970655,0.0938843532372235,,,place,2667.0,250001.0,3501.0,2000001.0,0.8756174225415357,0.3796653796653797,0603092,,,,,,,2441.0,2490.0,0.0011097173426699064,0.0011097173426699064,0.24022356567050926,0.26043893635232784,0.9999999999999999,0.17544887928364147,0.15228879177799307,0.9152605924259467,208.50202429149797,0.0,0.4893203883495146,65.18218623481782,68.82591093117409,147.77327935222672,0.4657534246575343,140.8906882591093,0.8045977011494253,0.5743243243243243,0.4885057471264368,0.0,0.8304842640103342,-0.8286371588947097,,False,2.1548693374276895,1.6591214229050437,1.6591214229050437,-1.3243850734173552,-0.7496816195738712,1.5801658835842054
Belmont,6,81,9240,10910,27405,San Mateo,6081,belmont,0,0,138,991.0,11.176470588235292,224.0,0.846929422548121,488,281,283,733,1785,171,245,110,634,1160,288,149,98,160,0,952,48,1385.0,581.0,20.930232558139537,0.16279069767441862,43.0,,6th_cycle,0.8837730428022249,0.116226957197775,2359208.7903664666,0.0241089453241756,3090.373694932519,0.0561396461886944,place,11346.0,205297.0,2875.0,2000001.0,0.5484761904761905,0.5421223982148736,0605108,2.141005305,1.0,1.0,1.0,0.714285714,2.0,6241.0,13233.0,0.048607511824998874,0.048607511824998874,0.25155536886247976,0.26142809630679886,0.9999999999999999,0.0033102304781983992,0.0006487598620720116,0.5500616957518069,106.32447296058662,87.25939505041246,0.13793103448275862,38.13015582034831,126.94775435380384,90.83409715857012,1.3975782038345106,163.61136571952338,0.16134453781512606,0.3211963589076723,0.7759103641456583,0.1162269571977751,-0.08245537125722929,-0.09452710328631327,-0.8214158023664755,True,0.38323022891561376,0.012071732029083973,-0.8093440703373915,-0.46568560017284305,-0.5754895736923333,0.49303420243510404
Belvedere,6,41,320,985,2225,Marin,6041,belvedere,0,0,2,31.0,,31.0,0.3248730964467005,49,28,23,60,160,19,4,26,6,55,44,19,4,47,0,0,8,10.0,0.0,3.3,1.0,10.0,87.0,6th_cycle,0.9376617718861746,0.0623382281138253,4776546.32144566,0.0509002196173951,,,place,1081.0,250001.0,3501.0,2000001.0,0.6794582392776524,0.14925373134328357,0605164,,,,,,,518.0,698.0,0.0,0.0,0.19205915908553609,0.1920591708262034,0.9946613635029046,0.24878192660607645,0.2214114419717546,0.4791859389454209,55.83756345177665,0.0,0.8545454545454545,23.3502538071066,10.152284263959391,31.472081218274113,0.3225806451612903,162.43654822335026,0.275,0.2987012987012987,0.0625,0.06233822811382539,0.49511272969586223,-0.984877909648963,,False,-0.49215367086138767,1.4799906393448252,1.4799906393448252,0.9872664005572499,-0.9324447463152934,1.4275574760111556
Benicia,6,95,14550,10845,27570,Solano,6095,benicia,1,3,17,1191.04,9.5356783919598,257.0,1.3416320885200552,203,117,135,351,806,4,2,26,35,67,35,4,2,52,11,0,4,1832.0,724.0,21.786619718309858,0.7112676056338029,142.0,,6th_cycle,0.1134136102378087,0.8865863897621913,786453.25961638,-0.0064021081537442,2446.116666666667,-0.0091697337095981,place,11571.0,121204.0,2280.0,810000.0,0.6948692426024794,0.40547310179819807,0605290,2.929047554,2.0,1.0,1.0,0.3,3.0,14715.0,13025.0,0.0,0.0,0.0,0.0,1.0000000000000024,0.0,0.0,1.2717137671765621,6.177962194559705,1.0142923005993545,0.7761194029850746,0.5532503457814661,168.92577224527432,109.82388197325956,1.5381515314347125,74.31996311664362,0.043424317617866005,0.01875,2.272952853598015,0.8865863897621913,-0.6742827691934634,1.5718789495063974,1.269101249918799,True,-1.1472793877707654,-2.246161718699861,-0.9770604687810618,0.472996618577302,0.9020393058829066,-1.57632207507637
Berkeley,6,1,116435,52290,127520,Alameda,6001,berkeley,97,29,1214,5372.02,55.32764505119454,823.0,2.2267163893669917,2446,1408,1416,3664,8934,475,373,105,3578,4531,1629,229,214,827,84,3501,119,5372.02,,,,,,5th_cycle_fallback,0.4839128359530328,0.5160871640469672,1451221.9488889177,-0.005931460515984,3135.512732752675,0.0041394829660661,place,54202.0,103727.0,2024.0,1429700.0,0.45911161255275584,0.5428653577589748,0606000,,,,,,,70963.0,44499.0,0.2988541985709492,0.22024646506219717,0.5893874683453415,0.8274988659515796,0.9980958267743136,0.4636150027824864,0.5892567135302,1.3092321316556585,86.65136737425894,68.55995410212277,0.18252041491944382,16.21724995218971,102.73513100019125,102.73513100019125,1.0,170.85484796328168,0.18233713901947615,0.11494551115723924,0.6013006492052833,0.5160871640469672,0.5997085733838345,1.0588442401087295,,False,0.04212161172289212,-0.4591356667248949,-0.4591356667248949,0.5575869616609425,0.7687615160676686,-0.16905294268383408
Brentwood,6,13,10870,16765,52745,Contra Costa,6013,brentwood,2,7,1686,6368.39,,1442.0,0.648374589919475,402,232,247,641,1522,22,34,152,3067,3275,510,20,22,152,93,548,2482,1625.0,499.0,34.166666666666664,0.25,12.0,,6th_cycle,0.943618365377937,0.056381634622063,803155.5617911983,-0.0336582341069218,3231.3098901098906,0.0651297510783455,place,21756.0,142494.0,2758.0,836600.0,0.8223526649448227,0.5779812292970188,0608142,4.179719993,2.0,1.0,1.0,0.266666667,3.0,15677.0,29054.0,0.0,0.0,0.046908235779821617,0.046908235193963636,0.9999999999999989,0.0,2.4954616269974275e-06,0.7205828277256848,195.34745004473606,38.234416940053684,0.046412213740458015,3.3402922755741127,96.92812406799881,379.8622129436326,0.25516653345665075,90.78437220399643,0.33508541392904073,0.06624605678233439,1.0676741130091985,0.056381634622063026,-0.5560151713083379,-0.4730879742346162,1.269101249918799,True,1.9267844216332866,-0.0829271970737217,1.1861740528450773,-2.4827995929416247,0.2659295362667528,-0.8219447075750907
Brisbane,6,81,6590,6360,15235,San Mateo,6081,brisbane,0,0,55,1110.0,10.5930093676815,915.0,1.0361635220125789,317,183,303,785,1588,11,6,31,23,71,21,9,4,51,9,0,11,347.0,247.0,12.498039215686275,0.6568627450980392,102.0,1800.0,6th_cycle,0.8392922177143468,0.1607077822856531,1163754.0118008878,-0.0117327437543798,,,place,2104.0,156169.0,2574.0,1232200.0,0.547071129707113,0.5713981244671782,0608310,,,,,,,7631.0,2535.0,0.03288518442786749,0.025314070407287483,0.17467004228132518,0.16673381506101773,0.993927793779691,0.0,0.03438198643466725,3.6269011406844105,11.163522012578616,1.4150943396226414,0.7183098591549296,2.6729559748427674,54.55974842767296,174.52830188679246,0.3126126126126126,249.68553459119497,0.01322418136020151,0.026,0.21851385390428213,0.1607077822856532,0.5860285453210793,-0.39284498265104667,,False,-1.1472793877707654,0.9788735279721259,0.9788735279721259,1.7333079330918446,-0.13064036203554677,0.716668907356626
Burlingame,6,81,32335,12755,29975,San Mateo,6081,burlingame,0,0,189,2188.0,41.4468085106383,156.0,2.5350842806742455,863,497,529,1368,3257,203,195,126,2015,2539,1117,121,79,260,12,2260,7,2794.0,1202.0,82.6923076923077,0.0,26.0,,6th_cycle,0.8269858866198204,0.1730141133801796,2797064.7403970063,0.0534112830243163,3491.707792207792,0.0390695875215487,place,13798.0,174000.0,2785.0,2000001.0,0.4822272949616827,0.4868140868140868,0609066,2.925407491,2.0,1.0,1.0,0.666666667,2.0,31847.0,13711.0,0.06809526749488072,0.06809526749488069,0.575493067461844,0.5973976117423485,0.9917643951034745,0.3669867277489782,0.21320424890022185,2.3080881287143065,199.05919247353978,178.12622500980007,0.10240252067743207,31.20344962759702,219.05135241081928,171.5405723245786,1.276965265082267,255.35084280674246,0.34295363831747006,0.14705882352941177,0.8578446423088733,0.17301411338017958,1.2475520481764537,0.654112497978538,0.24269406673776778,True,1.9911416895648277,0.5934395501979157,0.8361336169356834,-0.743589641388374,-0.10129365116579073,1.3488456993422444
Calistoga,6,55,2260,1905,4900,Napa,6055,calistoga,60,17,115,814.0,12.134615384615383,83.0,1.1863517060367454,31,19,19,50,119,2,21,74,94,191,60,2,2,40,3,88,60,303.0,193.0,20.0,0.6923076923076923,13.0,,6th_cycle,0.9437649554839488,0.0562350445160512,1079044.40766144,-0.0471103517571873,2500.0,,place,2166.0,85446.0,1767.0,,0.5,0.528076697319507,0609892,4.324218251,2.0,1.0,1.0,0.25,2.0,2267.0,2586.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,1.0466297322253002,100.26246719160105,47.76902887139108,0.2094240837696335,12.073490813648293,159.0551181102362,427.2965879265092,0.37223587223587223,62.46719160104987,0.5042016806722689,0.08,2.546218487394958,0.056235044516051214,-0.6775480294419519,-0.09326840603522096,0.24269406673776778,True,0.27812214640168464,-0.5842796234067309,-0.3415855566689631,-0.9556701758436366,0.4355137337930538,-1.1130617632350057
Campbell,6,85,29870,17805,43700,Santa Clara,6085,campbell,9,6,392,1925.0,20.351470588235298,162.0,1.677618646447627,752,434,499,1292,2977,109,100,110,2018,2337,1549,95,90,1182,17,110,1028,3068.0,,,,,,apr_tableC_2023plus,0.6754719332095224,0.3245280667904776,1977750.1825825945,0.0168306263667026,3217.690502983802,0.0338860242260019,place,18238.0,145268.0,2737.0,1617000.0,0.5166341665189387,0.5506182651176924,0610345,3.869064806,2.0,1.0,1.0,0.4,3.0,25938.0,21848.0,0.2849702786687777,0.0,0.539008439606179,0.6951005251999394,1.0000000000000007,0.3868426529328415,0.41478313984104953,1.422195416164053,131.2552653748947,7.132827857343443,0.5057766367137355,11.738275765234485,172.31114855377703,108.11569783768604,1.5937662337662337,167.2002246559955,0.5203224722875378,0.15598650927487354,1.0305676855895196,0.32452806679047763,0.6933498005440419,0.8611951697120678,1.269101249918799,True,0.8155009798982936,-0.16784536916802584,1.1012558807507733,-0.12215117935425168,0.1645085205688605,0.5288412799751814
Clayton,6,13,2110,3990,10630,Contra Costa,6013,clayton,0,2,10,447.0,9.117647058823527,46.0,0.5288220551378446,170,97,84,219,570,2,10,5,22,39,11,2,2,16,0,6,17,237.0,108.0,23.375,0.25,16.0,474.0,6th_cycle,0.9522979516448666,0.0477020483551332,1055703.280630056,-0.023450373128464,,,place,3990.0,175707.0,3501.0,1055200.0,0.8922651933701657,0.37030264240651,0613882,,,,,,,1271.0,5458.0,0.0,0.0,0.0,0.0,1.0000000000000007,0.2917198165902667,0.0,0.31854636591478697,9.774436090225564,1.5037593984962405,0.41025641025641024,3.007518796992481,59.3984962406015,112.03007518796993,0.5302013422818792,142.85714285714286,0.01929824561403509,0.0149812734082397,0.41578947368421054,0.047702048355133364,-0.8818694823686305,-0.7310702303322665,,False,-1.1472793877707654,-0.15079925203636402,-0.15079925203636402,0.26540990540213494,-0.7225531102145574,-0.15931637215407313
Cloverdale,6,97,2005,4380,11925,Sonoma,6097,cloverdale,25,7,72,1385.0,12.216216216216216,129.0,0.4577625570776256,74,43,45,116,278,148,75,8,84,315,130,54,44,32,2,273,8,15.0,0.0,16.444444444444443,1.0,9.0,,6th_cycle,0.7891678131914671,0.2108321868085328,641536.714655128,-0.0232774847222038,,,place,3513.0,117177.0,1435.0,619400.0,0.7166377816291161,0.42505064145847404,0614190,,,,,,,1801.0,4263.0,0.0,0.0,0.0,0.0,1.0000000000000002,2.1999805814138072e-06,0.0,0.5126672359806433,71.91780821917808,62.78538812785388,0.10158730158730159,50.91324200913242,3.4246575342465753,316.21004566210047,0.010830324909747292,63.470319634703195,0.4676258992805755,0.8376068376068376,0.0539568345323741,0.21083218680853288,-0.9295098361397822,-0.510260402047611,,False,-0.21334105367395106,-0.4192494340921712,-0.4192494340921712,-0.7161687824658312,0.5404757322365972,-1.4699855683763794
Colma,6,81,4070,835,2385,San Mateo,6081,colma,0,0,6,101.0,20.428571428571427,7.0,4.874251497005988,44,25,37,96,202,62,69,0,5,136,1,0,1,1,0,132,3,1.0,0.0,1.0,1.0,1.0,275.0,6th_cycle,0.876771669953288,0.1232283300467119,1092246.8209559247,-0.0075919620876127,,,place,615.0,148295.0,2303.0,1062000.0,0.5329087048832272,0.8257946210268948,0614736,,,,,,,4581.0,748.0,0.06698097385691923,0.06698097385691923,0.5446194284728133,0.7728895732769845,0.9999999999999998,0.0,0.40520557736332335,7.4487804878048784,162.874251497006,158.08383233532933,0.007352941176470588,156.88622754491018,1.1976047904191616,120.95808383233533,0.0099009900990099,241.91616766467067,0.0049504950495049506,0.014492753623188406,0.0049504950495049506,0.12322833004671196,1.4229911744207229,-0.7954194169025033,,False,1.3637371791003605,2.2184105913232264,2.2184105913232264,0.05925399532036235,-0.4446991396326482,1.867690314053371
Concord,6,13,64550,50040,134605,Contra Costa,6013,concord,0,0,160,4492.0,27.280626223091975,707.0,1.2899680255795365,1292,744,847,2190,5073,229,353,66,646,1294,741,176,345,370,5,667,252,4246.0,1791.0,45.076,0.312,250.0,,6th_cycle,0.85122514568736,0.1487748543126401,739279.7391526779,-0.0289542172418493,2521.011111111111,0.0342188738607902,place,47703.0,108709.0,2274.0,797600.0,0.6158188424604204,0.584028701576168,0616000,,,,,,,60663.0,57092.0,0.0,0.0,0.05306136940751362,0.05163804218303343,0.9999999999999994,0.016450747879191957,0.0242075694873858,1.271681026350544,25.85931254996003,13.42925659472422,0.28593508500772796,11.630695443645084,84.85211830535572,89.76818545163869,0.9452359750667855,101.378896882494,0.14606741573033707,0.25589390962671904,0.8369800906761286,0.14877485431264004,-0.602820885247361,-0.24625973440014404,,False,-1.0119414423498827,-0.35656115084721696,-0.35656115084721696,0.4091205571025217,-0.4733645235816652,-0.1294563616656958
Corte Madera,6,41,6660,4255,10000,Marin,6041,corte madera,2,2,24,831.0,,40.0,1.565217391304348,213,123,108,281,725,45,25,28,20,118,28,9,9,81,0,18,19,911.0,330.0,18.394594594594594,0.32432432432432434,37.0,,6th_cycle,0.8895014962904227,0.1104985037095773,1858842.0987057504,0.0463278403361477,5684.799999999999,,place,4171.0,232763.0,3501.0,1755200.0,0.6883052527254707,0.2975091793192418,0616462,2.957650861,1.5,1.0,1.0,0.857142857,2.0,6254.0,4047.0,0.0,0.0,0.034760406246261304,0.034760406980199055,0.9974902619077438,0.15079056345677164,0.13134325627073673,1.4994006233517143,27.73207990599295,4.230317273795535,0.6864406779661016,16.45123384253819,214.10105757931845,195.29964747356053,1.0962695547533092,170.38777908343127,0.038620689655172416,0.05357142857142857,1.256551724137931,0.11049850370957726,0.5775469751762291,0.4203160092097299,-0.2893608678143539,True,-0.9794698490705777,0.15723096596649921,-0.13212990184785467,1.5570168242468068,-0.21960714207289755,0.7971541172491267
Cotati,6,97,2905,3065,7945,Sonoma,6097,cotati,4,15,75,2192.0,90.70877192982456,213.0,0.9477977161500816,60,34,39,101,234,12,10,13,55,90,18,3,4,29,6,0,55,676.0,127.0,9.764705882352942,0.6470588235294118,17.0,,6th_cycle,0.415221560223591,0.5847784397764091,732954.577581632,-0.0224980621977003,,,place,3209.0,110750.0,2056.0,746800.0,0.5924882629107981,0.3264788356255842,0616560,,,,,,,3083.0,3710.0,0.0,0.0,0.09436413348852785,0.09436412954294866,0.9999999999999998,0.0,1.8055044768853483e-05,0.9607354315986288,29.363784665579118,1.9575856443719413,0.32222222222222224,7.177814029363785,220.5546492659054,715.1712887438825,0.30839416058394165,76.3458401305057,0.07692307692307693,0.07446808510638298,2.888888888888889,0.584778439776409,-0.5219513458870302,1.8879137677037512,,False,-0.9511779989726431,-2.409865113590781,-2.409865113590781,0.4292266530856129,2.397222521550665,-2.9191738674376952
Cupertino,6,85,34795,22005,63515,Santa Clara,6085,cupertino,1,0,197,2400.0,29.86111111111111,55.0,1.581231538286753,1193,687,755,1953,4588,89,60,156,267,572,259,41,41,240,14,48,270,3197.0,1248.0,58.24561403508772,0.08771929824561403,57.0,,6th_cycle,0.9130877583339092,0.0869122416660909,3183398.0313610476,0.0177431893700805,4085.909578076245,0.0638157748837917,place,22158.0,234707.0,3501.0,2000001.0,0.6061370123691722,0.7959908479322474,0617610,,,,,,,56536.0,28156.0,0.0,0.0,0.21486848894694469,0.28599677575186333,1.0000000000000002,0.25110171197170805,0.1419836895793482,2.5514938171315102,25.994092251760964,2.8175414678482165,0.4195804195804196,6.7711883662803904,145.28516246307657,109.06612133606,1.3320833333333333,208.498068620768,0.056451612903225805,0.043617021276595745,0.696817785527463,0.0869122416660908,1.3272261446660272,-0.07770092206698309,,False,-1.009604520123485,1.4049270667330103,1.4049270667330103,2.3368306647895123,-0.6055464888618802,1.9327726335279074
Daly City,6,81,18370,33615,110430,San Mateo,6081,daly city,21,207,482,1899.0,35.214285714285715,88.0,0.5464822251970847,1336,769,762,1971,4838,247,146,217,556,1166,263,100,50,423,20,492,231,491.0,185.0,59.5,1.0,20.0,1373.0,6th_cycle,0.891430749340458,0.1085692506595422,1134511.089327595,-0.0017128126687714,2762.0711640211643,0.0677597844237227,place,35922.0,123547.0,2551.0,1115000.0,0.6020705473932181,0.8808991408732494,0617918,,,,,,,19430.0,52241.0,0.16151196972540777,0.14511924229382325,0.4241832597111785,0.8923995355907466,0.9957319535530251,0.26370117561634276,0.22305441768335876,0.5408941595679528,34.68689573107244,15.231295552580693,0.362778730703259,11.691209281570726,14.606574445931876,56.49263721552878,0.2585571353343865,143.9238435222371,0.05436130632492766,0.07125890736342043,0.10148821827201322,0.10856925065954204,0.07172949817328023,-0.807125508193022,,False,-0.8588814855042455,0.8788550063663022,0.8788550063663022,0.9306109836775257,-0.7235368905733033,0.7952663887465835
Danville,6,13,13065,15575,44625,Contra Costa,6013,danville,0,5,113,1204.0,0.672,245.0,0.8388443017656501,652,376,338,875,2241,46,117,63,661,887,286,26,26,195,4,275,413,2071.0,1100.0,21.506283185840708,0.3805309734513274,113.0,,6th_cycle,0.9476185453579836,0.0523814546420164,1915124.9184508428,-0.0440099984828581,4291.891534391535,0.0364829446549668,place,16004.0,232216.0,3501.0,1681700.0,0.8546799614023802,0.37906960669109,0617988,,,,,,,12079.0,20416.0,0.0,0.0,0.0,0.0,1.0000000000000009,6.342011330786981e-05,0.0,0.7547488127968008,56.95024077046549,17.913322632423757,0.21984216459977451,10.465489566613162,132.96950240770465,77.30337078651685,1.7200996677740865,143.88443017656502,0.12762159750111557,0.05058365758754864,0.9241410084783579,0.05238145464201638,0.06300632577494722,-0.2654895739214256,,False,-0.47286114890067454,0.32849589969637283,0.32849589969637283,0.5358674746756218,-0.8318231088060977,0.8948294345810449
Dixon,6,95,4460,5760,18135,Solano,6095,dixon,0,0,93,2779.0,13.668928571428571,44.0,0.7743055555555556,91,53,57,146,347,66,156,87,1547,1856,927,39,140,24,206,152,1474,13.0,11.0,15.0,1.0,4.0,,6th_cycle,0.7482053950285391,0.2517946049714609,610799.8489030064,-0.0168968252856488,,,place,7121.0,102878.0,1859.0,604800.0,0.6125055041831792,0.556165218716659,0619402,,,,,,,5513.0,9239.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.7741890183962926,322.22222222222223,62.15277777777778,0.01293103448275862,38.541666666666664,2.2569444444444446,482.46527777777777,0.004677941705649515,60.24305555555556,2.6714697406340058,1.2430555555555556,0.037463976945244955,0.2517946049714609,-0.7962068601181495,-0.3769237746297943,,False,2.3749762558813905,-0.41928308548835513,-0.41928308548835513,-3.17118311599954,1.269869360577384,-2.0660762206955336
